Angle,Intensity
27.866829874,9
27.875185508,6
27.883541143,6
27.891896777,8
27.900252412,13
27.908608046,2
27.916963681,13
27.925319315,4
27.93367495,12
27.942030584,14
27.950386219,9
27.958741853,6
27.967097488,9
27.975453122,17
27.983808756,12
27.992164391,10
28.000520025,9
28.00887566,9
28.017231294,9
28.025586929,6
28.033942563,8
28.042298198,12
28.050653832,9
28.059009467,13
28.067365101,14
28.075720736,16
28.08407637,20
28.092432005,13
28.100787639,10
28.109143274,14
28.117498908,13
28.125854543,16
28.134210177,8
28.142565812,21
28.150921446,22
28.159277081,25
28.167632715,18
28.17598835,14
28.184343984,21
28.192699619,26
28.201055253,34
28.209410888,25
28.217766522,33
28.226122157,44
28.234477791,46
28.242833426,61
28.25118906,69
28.259544695,66
28.267900329,93
28.276255964,97
28.284611598,118
28.292967233,110
28.301322867,133
28.309678502,152
28.318034136,173
28.326389771,220
28.334745405,187
28.34310104,294
28.351456674,311
28.359812308,395
28.368167943,417
28.376523577,569
28.384879212,604
28.393234846,708
28.401590481,812
28.409946115,882
28.41830175,835
28.426657384,709
28.435013019,526
28.443368653,406
28.451724288,359
28.460079922,326
28.468435557,366
28.476791191,407
28.485146826,421
28.49350246,336
28.501858095,259
28.510213729,197
28.518569364,117
28.526924998,98
28.535280633,88
28.543636267,54
28.551991902,44
28.560347536,25
28.568703171,21
28.577058805,30
28.58541444,26
28.593770074,18
28.602125709,18
28.610481343,13
28.618836978,16
28.627192612,12
28.635548247,18
28.643903881,17
28.652259516,13
28.66061515,10
28.668970785,16
28.677326419,14
28.685682054,10
28.694037688,9
28.702393323,12
28.710748957,12
28.719104591,6
28.727460226,14
28.73581586,8
28.744171495,10
28.752527129,10
28.760882764,9
28.769238398,10
28.777594033,13
28.785949667,9
28.794305302,2
28.802660936,4
28.811016571,12
28.819372205,6
28.82772784,9
28.836083474,8
28.844439109,10
28.852794743,5
28.861150378,8
28.869506012,10
28.877861647,6
28.886217281,12
28.894572916,8
28.90292855,9
28.911284185,8
28.919639819,6
28.927995454,9
28.936351088,8
28.944706723,5
28.953062357,5
28.961417992,2
28.969773626,5
28.978129261,6
28.986484895,10
28.99484053,8
29.003196164,2
29.011551799,5
29.019907433,6
29.028263068,6
29.036618702,10
29.044974337,5
29.053329971,5
29.061685606,6
29.07004124,12
29.078396874,6
29.086752509,5
29.095108143,4
29.103463778,6
29.111819412,4
29.120175047,5
29.128530681,4
29.136886316,4
29.14524195,4
29.153597585,1
29.161953219,2
29.170308854,4
29.178664488,8
29.187020123,5
29.195375757,5
29.203731392,1
29.212087026,6
29.220442661,8
29.228798295,5
29.23715393,9
29.245509564,6
29.253865199,2
29.262220833,9
29.270576468,1
29.278932102,1
29.287287737,4
29.295643371,9
29.303999006,2
29.31235464,5
29.320710275,4
29.329065909,4
29.337421544,6
29.345777178,8
29.354132813,8
29.362488447,10
29.370844082,13
29.379199716,10
29.387555351,6
29.395910985,9
29.40426662,9
29.412622254,9
29.420977889,9
29.429333523,9
29.437689157,2
29.446044792,4
29.454400426,12
29.462756061,10
29.471111695,8
29.47946733,6
29.487822964,6
